condition,seed,test_acc,val_acc,best_epoch,H_quantum,H_classical,params
classical,0,0.7622368421052632,0.796,20,nan,2.0189351240793862,855556
classical,1,0.7564473684210526,0.79,9,nan,2.0444741249084473,855556
classical,2,0.7535526315789474,0.766,5,nan,2.1326773166656494,855556
classical,3,0.746578947368421,0.774,9,nan,1.8074366251627605,855556
classical,4,0.7530263157894737,0.75,8,nan,2.1055986086527505,855556
